Customer ID,First Name,Last Name,Age,Gender,Address,City,Contact Number,Email,Account Type,Account Balance,Date Of Account Opening,Last Transaction Date,TransactionID,Transaction Date,Transaction Type,Transaction Amount,Account Balance After Transaction,Branch ID,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Approval/Rejection Date,Loan Status,CardID,Card Type,Credit Limit,Credit Card Balance,Minimum Payment Due,Payment Due Date,Last Credit Card Payment Date,Rewards Points,Feedback ID,Feedback Date,Feedback Type,Resolution Status,Resolution Date,Anomaly
3592,William,Thomas,63,Female,Address_3592,Nashville,19458798445,william.thomas@kag.com,Current,3004.63,21-07-2020,31-08-2023,3592,12-07-2023,Deposit,940.59,2064.04,42,3592,35120.81,Auto,7.95,48,05-11-2021,Rejected,3592,MasterCard,4789.31,1529.85,76.49,25-08-2023,12-09-2023,4914,3592,02-05-2023,Praise,Pending,17-01-2023,1
3594,Melissa,Ramirez,38,Female,Address_3594,Portland,19458798447,melissa.ramirez@kag.com,Savings,3961.49,03-06-2021,12-05-2023,3594,31-10-2023,Deposit,4986.32,8947.81,67,3594,26465.79,Auto,7.63,36,29-08-2020,Closed,3594,AMEX,1904.71,3470.41,173.52,31-07-2023,16-02-2023,7745,3594,23-12-2023,Suggestion,Pending,07-08-2023,1
3595,Brian,Hill,66,Female,Address_3595,San Diego,19458798448,brian.hill@kag.com,Savings,7907.33,26-11-2020,31-01-2023,3595,31-05-2023,Transfer,1313.88,9221.21,96,3595,39295.62,Personal,9.69,24,10-08-2021,Rejected,3595,Visa,9449.72,1146.35,57.32,02-05-2023,02-01-2023,7647,3595,21-08-2023,Complaint,Pending,09-10-2023,1
3596,James,Hall,56,Female,Address_3596,Atlanta,19458798449,james.hall@kag.com,Current,1997.98,30-11-2004,04-01-2023,3596,06-01-2023,Withdrawal,2339.7,-341.72,75,3596,31270.63,Mortgage,6.86,24,01-04-2022,Closed,3596,Visa,2250.95,4211.12,210.56,05-10-2023,02-07-2023,4198,3596,11-04-2023,Praise,Resolved,08-03-2023,1
3597,Michelle,Martin,55,Male,Address_3597,Albuquerque,19458798450,michelle.martin@kag.com,Current,4512.66,05-03-2002,18-01-2023,3597,03-08-2023,Deposit,1932.7,2579.96,51,3597,8832.93,Mortgage,8.1,48,18-06-2021,Rejected,3597,MasterCard,6841.87,4650.41,232.52,14-11-2023,12-08-2023,7367,3597,27-10-2023,Suggestion,Resolved,27-03-2023,1
3598,Amanda,White,26,Male,Address_3598,Detroit,19458798451,amanda.white@kag.com,Savings,4868.82,25-05-2008,04-12-2023,3598,18-08-2023,Deposit,3444.41,1424.41,3,3598,11817.45,Personal,1.77,60,14-01-2020,Rejected,3598,MasterCard,2498.53,4940.87,247.04,20-04-2023,13-08-2023,3320,3598,14-06-2023,Praise,Pending,26-05-2023,1
3599,Christopher,Clark,37,Other,Address_3599,Los Angeles,19458798452,christopher.clark@kag.com,Current,9397.33,25-12-2001,20-08-2023,3599,23-11-2023,Deposit,1684.13,7713.2,13,3599,27645.45,Auto,9.49,36,26-10-2022,Approved,3599,Visa,9858.09,3463.96,173.2,13-09-2023,14-12-2023,4529,3599,24-10-2023,Praise,Resolved,25-11-2023,1
3600,Barbara,Robinson,37,Other,Address_3600,Fort Worth,19458798453,barbara.robinson@kag.com,Current,3104.87,17-05-2003,17-10-2023,3600,13-05-2023,Withdrawal,3417.92,-313.05,13,3600,42420.42,Mortgage,2.97,60,30-10-2020,Rejected,3600,MasterCard,6695.28,2804.53,140.23,21-01-2023,12-09-2023,431,3600,19-08-2023,Praise,Pending,27-06-2023,1
3601,Linda,Hall,25,Other,Address_3601,Washington,19458798454,linda.hall@kag.com,Current,294.5,01-08-2020,17-02-2023,3601,26-03-2023,Deposit,4804.4,5098.9,61,3601,8463.64,Mortgage,5.44,12,08-11-2021,Rejected,3601,Visa,5684.35,4456.08,222.8,09-03-2023,26-10-2023,3945,3601,21-12-2023,Praise,Pending,15-12-2023,1
3602,Linda,Clark,31,Male,Address_3602,San Francisco,19458798455,linda.clark@kag.com,Savings,6967.94,23-06-2001,04-03-2023,3602,03-06-2023,Transfer,1269.41,5698.53,24,3602,6237.87,Mortgage,9.61,48,01-09-2020,Rejected,3602,AMEX,8609.18,1417.46,70.87,14-02-2023,20-10-2023,9554,3602,03-11-2023,Praise,Resolved,30-04-2023,1
3603,Brian,Sanchez,37,Male,Address_3603,San Antonio,19458798456,brian.sanchez@kag.com,Savings,7582.34,01-03-2019,27-09-2023,3603,21-07-2023,Deposit,1859.68,5722.66,20,3603,26359.39,Personal,2.61,24,26-06-2021,Closed,3603,AMEX,2537.5,2664.07,133.2,05-03-2023,10-05-2023,5230,3603,25-11-2023,Complaint,Resolved,19-12-2023,1
3604,Barbara,Miller,52,Male,Address_3604,Houston,19458798457,barbara.miller@kag.com,Savings,7060.02,18-04-2000,31-03-2023,3604,13-07-2023,Deposit,1717.45,5342.57,74,3604,10243.9,Mortgage,1.32,48,28-11-2021,Approved,3604,AMEX,4820.72,1085.76,54.29,09-04-2023,02-08-2023,8121,3604,17-11-2023,Suggestion,Pending,28-10-2023,1
3605,Deborah,Adams,62,Female,Address_3605,Atlanta,19458798458,deborah.adams@kag.com,Current,7037.32,02-09-2005,28-03-2023,3605,20-01-2023,Transfer,1508.78,8546.1,87,3605,49717.55,Auto,3.67,24,06-11-2022,Closed,3605,MasterCard,9795.8,1629.3,81.46,18-07-2023,21-04-2023,1704,3605,16-11-2023,Complaint,Pending,20-09-2023,1
3606,Steven,Campbell,38,Male,Address_3606,Kansas City,19458798459,steven.campbell@kag.com,Current,4883.95,30-07-2012,16-10-2023,3606,27-09-2023,Withdrawal,1358.72,6242.67,97,3606,1213.56,Personal,2.41,48,03-10-2022,Closed,3606,Visa,5561.23,3511.67,175.58,22-11-2023,11-06-2023,8846,3606,19-04-2023,Suggestion,Resolved,19-12-2023,1
3607,Brian,Nguyen,58,Male,Address_3607,Albuquerque,19458798460,brian.nguyen@kag.com,Current,284.74,16-08-2006,22-03-2023,3607,03-09-2023,Withdrawal,3153.91,3438.65,55,3607,22994.3,Personal,7.01,48,25-09-2020,Approved,3607,AMEX,6661.07,486.97,24.35,17-05-2023,15-04-2023,5096,3607,22-08-2023,Complaint,Pending,10-03-2023,1
3608,Sandra,Jones,58,Female,Address_3608,Austin,19458798461,sandra.jones@kag.com,Current,7326.19,03-04-2003,19-06-2023,3608,12-03-2023,Deposit,2745.07,4581.12,35,3608,8964.53,Mortgage,3.51,24,07-09-2022,Approved,3608,MasterCard,1613.09,2429.49,121.47,28-04-2023,14-04-2023,5756,3608,23-08-2023,Suggestion,Resolved,14-06-2023,1
3610,Betty,Ramirez,60,Other,Address_3610,Boston,19458798463,betty.ramirez@kag.com,Savings,1658.12,16-10-2020,22-04-2023,3610,17-12-2023,Transfer,4004.93,-2346.81,80,3610,31876.59,Personal,9.04,48,13-04-2021,Approved,3610,MasterCard,1554.72,2479.45,123.97,15-08-2023,04-11-2023,6165,3610,17-11-2023,Praise,Pending,08-01-2023,1
3611,Robert,King,23,Other,Address_3611,Las Vegas,19458798464,robert.king@kag.com,Savings,772.35,28-10-2019,09-04-2023,3611,27-02-2023,Withdrawal,741.19,31.16,30,3611,40546.32,Auto,1.45,36,01-06-2021,Closed,3611,AMEX,5414.05,1204.71,60.24,06-12-2023,13-06-2023,1868,3611,17-03-2023,Suggestion,Resolved,01-01-2023,1
3612,Linda,Anderson,61,Female,Address_3612,San Francisco,19458798465,linda.anderson@kag.com,Savings,2725.53,25-07-2022,20-06-2023,3612,14-09-2023,Deposit,856.93,1868.6,83,3612,28606.75,Personal,3.44,48,10-01-2020,Rejected,3612,Visa,7469.1,1777.31,88.87,15-03-2023,24-05-2023,1685,3612,21-10-2023,Suggestion,Pending,23-10-2023,1
3613,Matthew,Young,44,Female,Address_3613,San Diego,19458798466,matthew.young@kag.com,Savings,8512.96,11-02-2010,04-07-2023,3613,09-08-2023,Transfer,2570.17,5942.79,33,3613,10279.06,Personal,3.16,60,23-07-2021,Rejected,3613,Visa,3922.3,2895.08,144.75,11-01-2023,30-03-2023,9863,3613,17-08-2023,Suggestion,Resolved,01-09-2023,1
3614,Anthony,Sanchez,21,Female,Address_3614,Portland,19458798467,anthony.sanchez@kag.com,Current,1150.86,11-03-2000,23-05-2023,3614,08-06-2023,Deposit,1775.1,-624.24,41,3614,3612.42,Personal,1.21,36,05-07-2021,Approved,3614,MasterCard,6177.04,3112.88,155.64,22-05-2023,03-07-2023,6234,3614,22-05-2023,Praise,Resolved,13-10-2023,1
3615,Melissa,Mitchell,21,Male,Address_3615,Seattle,19458798468,melissa.mitchell@kag.com,Savings,7180.17,18-04-2001,02-11-2023,3615,16-05-2023,Transfer,877.21,6302.96,66,3615,36385.19,Auto,2.49,60,09-06-2021,Closed,3615,Visa,6193.43,40.66,2.03,30-01-2023,01-02-2023,5412,3615,24-12-2023,Suggestion,Resolved,04-10-2023,1
3616,Daniel,Walker,45,Other,Address_3616,Portland,19458798469,daniel.walker@kag.com,Current,723.18,26-07-2014,31-08-2023,3616,27-07-2023,Transfer,3456.26,-2733.08,49,3616,22556.17,Personal,8.33,24,24-10-2021,Rejected,3616,Visa,2425.46,895.27,44.76,11-12-2023,10-08-2023,7697,3616,21-12-2023,Suggestion,Pending,17-08-2023,1
3617,Ashley,Jackson,44,Female,Address_3617,Washington,19458798470,ashley.jackson@kag.com,Current,424.61,31-12-2003,12-03-2023,3617,26-08-2023,Deposit,2485.41,-2060.8,8,3617,11888.43,Mortgage,1.34,24,16-10-2021,Approved,3617,MasterCard,7758.08,3458.71,172.94,13-11-2023,25-10-2023,9247,3617,23-04-2023,Suggestion,Resolved,06-11-2023,1
3618,Brian,Rodriguez,34,Female,Address_3618,Indianapolis,19458798471,brian.rodriguez@kag.com,Current,8923.89,19-10-2011,04-03-2023,3618,05-12-2023,Deposit,1019.17,7904.72,84,3618,13339.27,Mortgage,1.21,24,23-10-2020,Rejected,3618,Visa,5916.67,415.78,20.79,26-12-2023,05-10-2023,4075,3618,25-11-2023,Complaint,Pending,26-03-2023,1
3619,Timothy,Lewis,56,Other,Address_3619,Los Angeles,19458798472,timothy.lewis@kag.com,Savings,7728.55,13-08-2011,11-03-2023,3619,06-08-2023,Withdrawal,1329.38,6399.17,3,3619,8302.31,Auto,6.71,60,01-10-2021,Approved,3619,AMEX,2080.41,4254.93,212.75,12-01-2023,08-08-2023,8100,3619,27-06-2023,Praise,Resolved,28-08-2023,1
3620,Daniel,Hill,55,Other,Address_3620,Phoenix,19458798473,daniel.hill@kag.com,Savings,6025.99,12-11-2017,21-05-2023,3620,07-07-2023,Withdrawal,3618.03,2407.96,85,3620,14895.44,Mortgage,1.8,24,08-12-2020,Closed,3620,AMEX,9528.88,1527.16,76.36,06-12-2023,06-02-2023,9106,3620,15-12-2023,Complaint,Resolved,14-03-2023,1
3621,Ronald,Brown,69,Male,Address_3621,Seattle,19458798474,ronald.brown@kag.com,Savings,1802.75,10-12-2003,14-04-2023,3621,09-07-2023,Deposit,1644.09,158.66,65,3621,39809.05,Auto,4.34,36,28-08-2020,Approved,3621,MasterCard,3218.77,3938.65,196.93,02-07-2023,30-12-2023,3225,3621,25-02-2023,Complaint,Pending,31-07-2023,1
3622,Timothy,Williams,46,Other,Address_3622,Chicago,19458798475,timothy.williams@kag.com,Savings,2860.6,25-10-2002,26-05-2023,3622,01-10-2023,Deposit,1030.55,1830.05,85,3622,31412.34,Mortgage,1.02,24,16-07-2021,Approved,3622,AMEX,4717.3,4208.29,210.41,16-12-2023,25-12-2023,2555,3622,29-12-2023,Suggestion,Resolved,04-04-2023,1
3623,Sarah,Lewis,57,Female,Address_3623,Portland,19458798476,sarah.lewis@kag.com,Current,581.18,07-12-2007,12-06-2023,3623,11-09-2023,Withdrawal,4828.35,-4247.17,72,3623,49382.52,Personal,4.26,48,19-04-2020,Closed,3623,AMEX,9500.46,4691.86,234.59,31-12-2023,08-12-2023,5638,3623,13-07-2023,Suggestion,Resolved,07-03-2023,1
3624,Karen,Hernandez,24,Male,Address_3624,San Francisco,19458798477,karen.hernandez@kag.com,Savings,6489.09,13-01-2014,01-01-2023,3624,13-07-2023,Deposit,449.34,6039.75,2,3624,26689.78,Auto,3.86,60,16-10-2022,Closed,3624,AMEX,3992.32,3543.96,177.2,04-04-2023,20-09-2023,3077,3624,19-06-2023,Complaint,Resolved,15-07-2023,1
3625,Karen,Allen,25,Other,Address_3625,Indianapolis,19458798478,karen.allen@kag.com,Current,6892.25,23-12-2001,04-08-2023,3625,15-12-2023,Transfer,743.1,6149.15,87,3625,26552.99,Mortgage,6.51,60,15-01-2021,Approved,3625,Visa,2665.69,4308.9,215.44,06-08-2023,27-08-2023,6008,3625,13-02-2023,Praise,Resolved,06-04-2023,1
3626,Mary,Nguyen,58,Male,Address_3626,Philadelphia,19458798479,mary.nguyen@kag.com,Current,3335.41,23-04-2009,05-05-2023,3626,18-11-2023,Withdrawal,3589.22,-253.81,41,3626,10377.92,Personal,5.49,60,04-06-2022,Approved,3626,AMEX,9842.43,1363.8,68.19,17-03-2023,23-09-2023,4206,3626,29-07-2023,Complaint,Pending,11-05-2023,1
3627,Patricia,Hernandez,50,Female,Address_3627,San Antonio,19458798480,patricia.hernandez@kag.com,Current,3450.32,24-01-2009,05-02-2023,3627,29-06-2023,Withdrawal,2134.3,1316.02,53,3627,29736.32,Auto,7.11,60,01-06-2021,Closed,3627,AMEX,9961.06,78.19,3.91,08-09-2023,11-06-2023,6133,3627,08-05-2023,Praise,Pending,17-12-2023,1
3628,Ashley,Clark,49,Female,Address_3628,Columbus,19458798481,ashley.clark@kag.com,Savings,6326.88,14-11-2007,30-08-2023,3628,19-11-2023,Transfer,3767.13,2559.75,75,3628,30810.02,Auto,9.42,12,15-09-2021,Rejected,3628,Visa,7190.38,3397.41,169.87,25-08-2023,07-01-2023,6205,3628,18-12-2023,Suggestion,Pending,12-10-2023,1
3629,Steven,Allen,52,Female,Address_3629,Kansas City,19458798482,steven.allen@kag.com,Current,9462.08,13-08-2005,27-07-2023,3629,29-03-2023,Transfer,2768.36,6693.72,16,3629,11120.02,Mortgage,8.16,24,06-03-2022,Rejected,3629,AMEX,9047.21,1280.33,64.02,25-10-2023,01-06-2023,9440,3629,19-08-2023,Suggestion,Resolved,30-11-2023,1
3630,Margaret,Lee,35,Female,Address_3630,Omaha,19458798483,margaret.lee@kag.com,Savings,4007.62,09-02-2017,12-09-2023,3630,22-09-2023,Deposit,210.68,4218.3,9,3630,5310.34,Mortgage,9.4,48,12-06-2021,Approved,3630,Visa,9989.15,3748.73,187.44,07-02-2023,20-05-2023,3992,3630,27-02-2023,Complaint,Resolved,04-08-2023,1
3631,Karen,Hill,68,Male,Address_3631,Charlotte,19458798484,karen.hill@kag.com,Savings,4986.54,26-04-2018,29-10-2023,3631,29-12-2023,Deposit,3423.9,8410.44,96,3631,19069.79,Personal,1.49,48,30-01-2022,Closed,3631,Visa,2317.13,1876.17,93.81,08-01-2023,18-11-2023,1372,3631,23-10-2023,Praise,Pending,06-04-2023,1
3633,Christopher,Nguyen,33,Female,Address_3633,Portland,19458798486,christopher.nguyen@kag.com,Current,3488.98,05-05-2018,14-06-2023,3633,12-11-2023,Transfer,2767.85,6256.83,64,3633,25657.02,Personal,3.9,48,23-04-2021,Closed,3633,AMEX,1416.96,3809,190.45,05-05-2023,24-10-2023,20,3633,23-11-2023,Praise,Pending,30-05-2023,1
3634,Timothy,Rivera,35,Male,Address_3634,Memphis,19458798487,timothy.rivera@kag.com,Savings,8701.7,21-05-2020,02-05-2023,3634,30-11-2023,Withdrawal,1544.72,10246.42,36,3634,26779.38,Personal,3.49,24,10-01-2020,Rejected,3634,Visa,6797.73,2208.02,110.4,26-03-2023,11-08-2023,14,3634,14-04-2023,Praise,Resolved,04-03-2023,1
3635,Betty,Johnson,55,Female,Address_3635,Atlanta,19458798488,betty.johnson@kag.com,Savings,8477.2,05-10-2017,23-03-2023,3635,06-05-2023,Withdrawal,87.45,8564.65,23,3635,30799.64,Mortgage,4.63,36,24-07-2021,Approved,3635,AMEX,6617.04,4297.48,214.87,26-06-2023,17-04-2023,8841,3635,25-07-2023,Praise,Resolved,22-07-2023,1
3636,Michelle,Clark,42,Female,Address_3636,Phoenix,19458798489,michelle.clark@kag.com,Current,6775.4,07-12-2020,27-10-2023,3636,29-06-2023,Withdrawal,4534.35,2241.05,47,3636,30538.72,Mortgage,8.05,48,13-05-2020,Rejected,3636,Visa,5383.43,2346.17,117.31,04-12-2023,20-01-2023,6893,3636,09-05-2023,Complaint,Resolved,05-03-2023,1
3637,Sarah,Scott,51,Other,Address_3637,Memphis,19458798490,sarah.scott@kag.com,Savings,5415.54,03-03-2005,15-12-2023,3637,12-02-2023,Deposit,3537.83,8953.37,49,3637,34069.03,Mortgage,9.59,12,22-05-2022,Closed,3637,Visa,6180.28,4794.73,239.74,13-09-2023,25-09-2023,4624,3637,15-06-2023,Complaint,Resolved,08-09-2023,1
3638,Ronald,Hernandez,21,Male,Address_3638,Albuquerque,19458798491,ronald.hernandez@kag.com,Savings,9836.86,16-11-2022,20-11-2023,3638,22-07-2023,Withdrawal,233.54,10070.4,55,3638,12292.29,Mortgage,5.99,60,22-10-2021,Rejected,3638,MasterCard,3499.98,199.45,9.97,12-01-2023,23-04-2023,3416,3638,15-04-2023,Complaint,Pending,14-10-2023,1
3639,Steven,Campbell,22,Other,Address_3639,Philadelphia,19458798492,steven.campbell@kag.com,Savings,7053.57,07-12-2006,17-03-2023,3639,02-11-2023,Transfer,4204.55,2849.02,94,3639,36811.31,Auto,2.39,36,26-02-2021,Closed,3639,AMEX,1065.94,2710.17,135.51,10-09-2023,11-03-2023,6685,3639,30-12-2023,Praise,Resolved,28-08-2023,1
3641,Joseph,Smith,18,Other,Address_3641,Philadelphia,19458798494,joseph.smith@kag.com,Current,8780.5,19-08-2008,30-11-2023,3641,29-03-2023,Transfer,3560.27,5220.23,63,3641,22427.99,Auto,4.65,60,23-11-2020,Approved,3641,MasterCard,9406.5,1576.64,78.83,01-08-2023,13-10-2023,1280,3641,05-09-2023,Suggestion,Resolved,08-11-2023,1
3642,Kenneth,Wright,39,Female,Address_3642,Houston,19458798495,kenneth.wright@kag.com,Savings,5594.41,21-09-2000,28-06-2023,3642,14-01-2023,Transfer,3473.4,2121.01,95,3642,32746.88,Personal,4.29,60,14-01-2020,Approved,3642,Visa,3443.82,2309.72,115.49,22-06-2023,24-01-2023,496,3642,19-03-2023,Praise,Resolved,01-06-2023,1
3643,Joshua,Wright,63,Female,Address_3643,Memphis,19458798496,joshua.wright@kag.com,Current,2504.94,01-12-2002,21-07-2023,3643,31-08-2023,Deposit,4581.58,7086.52,26,3643,25561.77,Auto,3.14,48,18-02-2020,Closed,3643,Visa,7415.48,853.92,42.7,14-11-2023,24-02-2023,5815,3643,02-04-2023,Praise,Pending,05-01-2023,1
3644,Mary,Walker,38,Female,Address_3644,Boston,19458798497,mary.walker@kag.com,Savings,1463.95,14-07-2019,27-03-2023,3644,18-01-2023,Deposit,835.49,628.46,48,3644,26757.73,Personal,8.65,60,18-08-2021,Closed,3644,MasterCard,5095.97,4070.52,203.53,03-12-2023,25-06-2023,1066,3644,29-05-2023,Complaint,Pending,08-01-2023,1
3645,Mark,Ramirez,30,Male,Address_3645,Dallas,19458798498,mark.ramirez@kag.com,Savings,4763.22,25-07-2000,22-09-2023,3645,16-08-2023,Withdrawal,2840.68,1922.54,30,3645,2139.14,Auto,3.52,12,25-07-2021,Rejected,3645,AMEX,9830.64,2096.43,104.82,01-01-2023,30-11-2023,7870,3645,08-09-2023,Complaint,Pending,24-07-2023,1
3646,Kenneth,Hill,65,Female,Address_3646,Chicago,19458798499,kenneth.hill@kag.com,Savings,5204.98,12-10-2015,03-12-2023,3646,18-03-2023,Withdrawal,2728.07,7933.05,2,3646,40299.8,Mortgage,6.33,24,09-12-2020,Closed,3646,MasterCard,9807.41,722.15,36.11,16-11-2023,26-06-2023,3894,3646,26-02-2023,Suggestion,Pending,27-09-2023,1
3647,Elizabeth,Smith,53,Female,Address_3647,Detroit,19458798500,elizabeth.smith@kag.com,Savings,8294.17,02-08-2009,10-12-2023,3647,17-10-2023,Withdrawal,184.55,8478.72,29,3647,21784.62,Mortgage,5.31,36,05-04-2021,Rejected,3647,MasterCard,5762.71,1458.79,72.94,19-05-2023,06-06-2023,3039,3647,27-01-2023,Praise,Pending,12-09-2023,1
3649,William,Nelson,55,Male,Address_3649,Mesa,19458798502,william.nelson@kag.com,Current,6844.18,06-01-2017,16-04-2023,3649,10-02-2023,Transfer,1277.61,5566.57,32,3649,20105.62,Personal,6.66,48,04-11-2021,Rejected,3649,Visa,4632.75,2716.54,135.83,13-04-2023,26-11-2023,2147,3649,22-06-2023,Complaint,Pending,31-05-2023,1
3650,Richard,Nguyen,26,Female,Address_3650,Albuquerque,19458798503,richard.nguyen@kag.com,Savings,3110.86,19-07-2007,06-03-2023,3650,29-04-2023,Transfer,1669.13,1441.73,38,3650,28024.99,Personal,3.99,60,31-01-2022,Approved,3650,MasterCard,4216.22,2337.69,116.88,22-11-2023,05-05-2023,3361,3650,30-08-2023,Complaint,Resolved,21-05-2023,1
3651,Elizabeth,Martin,50,Male,Address_3651,New York,19458798504,elizabeth.martin@kag.com,Savings,9396.4,01-12-2019,27-01-2023,3651,16-03-2023,Deposit,1214.36,10610.76,21,3651,3648.08,Mortgage,6.75,12,10-03-2022,Approved,3651,AMEX,1527.09,1055.63,52.78,16-04-2023,22-08-2023,9348,3651,19-02-2023,Complaint,Pending,03-01-2023,1
3653,Karen,Johnson,34,Other,Address_3653,Austin,19458798506,karen.johnson@kag.com,Current,6261.74,01-06-2021,05-11-2023,3653,06-08-2023,Deposit,841.47,5420.27,88,3653,33765.21,Personal,1.82,12,30-08-2022,Closed,3653,AMEX,6051.39,3298,164.9,22-09-2023,10-06-2023,6143,3653,17-08-2023,Praise,Pending,25-12-2023,1
3654,David,Moore,40,Male,Address_3654,Detroit,19458798507,david.moore@kag.com,Savings,6536.07,26-07-2022,27-04-2023,3654,10-03-2023,Transfer,1044.47,7580.54,34,3654,46983.86,Mortgage,5.37,60,29-09-2021,Closed,3654,Visa,6177.48,1599.08,79.95,04-10-2023,13-03-2023,7373,3654,16-11-2023,Suggestion,Resolved,14-08-2023,1
3655,Joshua,Baker,53,Other,Address_3655,Omaha,19458798508,joshua.baker@kag.com,Current,1000.95,09-05-2014,26-05-2023,3655,01-08-2023,Deposit,2890.85,-1889.9,23,3655,42609.83,Auto,8.74,24,22-01-2022,Closed,3655,AMEX,1654.67,1841.03,92.05,06-10-2023,28-12-2023,8159,3655,19-08-2023,Complaint,Pending,06-07-2023,1
3656,Betty,Martinez,23,Female,Address_3656,New York,19458798509,betty.martinez@kag.com,Savings,8536.73,23-05-2012,13-06-2023,3656,31-10-2023,Deposit,683.43,7853.3,78,3656,48178.08,Personal,9.18,48,11-12-2021,Rejected,3656,MasterCard,4482.8,4712.2,235.61,27-05-2023,13-01-2023,1242,3656,04-08-2023,Suggestion,Resolved,11-10-2023,1
3657,Michael,Jones,65,Male,Address_3657,Detroit,19458798510,michael.jones@kag.com,Current,1725.94,27-12-2010,07-04-2023,3657,12-01-2023,Transfer,4604.36,-2878.42,39,3657,39294.22,Personal,5.89,12,21-04-2021,Rejected,3657,AMEX,9280.49,2889.29,144.46,28-11-2023,28-12-2023,5323,3657,18-03-2023,Suggestion,Pending,07-12-2023,1
3658,Sarah,Rodriguez,56,Male,Address_3658,Louisville,19458798511,sarah.rodriguez@kag.com,Current,4034.45,25-04-2016,06-11-2023,3658,23-04-2023,Deposit,1166.62,5201.07,69,3658,31998.25,Personal,7.3,60,21-05-2022,Rejected,3658,AMEX,4930.4,559.68,27.98,03-09-2023,28-01-2023,9707,3658,22-06-2023,Suggestion,Resolved,31-12-2023,1
3659,Jennifer,Johnson,46,Female,Address_3659,Dallas,19458798512,jennifer.johnson@kag.com,Current,6758.38,09-12-2004,11-06-2023,3659,27-09-2023,Deposit,3262.21,10020.59,73,3659,21740.35,Mortgage,6.5,36,21-05-2020,Closed,3659,MasterCard,4205.91,4032.45,201.62,23-03-2023,13-09-2023,1111,3659,04-03-2023,Suggestion,Resolved,19-05-2023,1
3660,Anthony,King,44,Male,Address_3660,Washington,19458798513,anthony.king@kag.com,Current,646.68,24-06-2021,15-10-2023,3660,16-11-2023,Deposit,796.33,-149.65,45,3660,7033.98,Auto,8.3,12,10-10-2022,Approved,3660,AMEX,1653.96,4392.72,219.64,08-12-2023,03-12-2023,4998,3660,25-03-2023,Praise,Pending,03-10-2023,1
3661,Mary,Nguyen,22,Male,Address_3661,San Diego,19458798514,mary.nguyen@kag.com,Savings,5846.2,15-12-2003,20-02-2023,3661,26-01-2023,Withdrawal,3977.71,9823.91,63,3661,13289.3,Mortgage,1.93,24,22-05-2021,Closed,3661,MasterCard,8443.23,3251.33,162.57,21-09-2023,29-09-2023,7623,3661,25-07-2023,Praise,Pending,07-10-2023,1
3662,Mark,Walker,26,Male,Address_3662,Portland,19458798515,mark.walker@kag.com,Current,4158.17,13-11-2004,11-05-2023,3662,24-02-2023,Transfer,366.85,4525.02,8,3662,14287.58,Mortgage,4.61,24,07-01-2020,Rejected,3662,Visa,6316.36,236.65,11.83,24-12-2023,29-03-2023,6750,3662,20-11-2023,Complaint,Pending,26-08-2023,1
3663,Donna,Martinez,41,Other,Address_3663,Colorado Springs,19458798516,donna.martinez@kag.com,Savings,732.14,13-12-2006,17-11-2023,3663,11-11-2023,Withdrawal,3690.59,-2958.45,7,3663,21966.27,Auto,3.28,36,28-04-2022,Approved,3663,Visa,2515.8,1476.49,73.82,26-11-2023,05-07-2023,2586,3663,20-03-2023,Complaint,Pending,05-10-2023,1
3664,Michael,Roberts,36,Female,Address_3664,Denver,19458798517,michael.roberts@kag.com,Current,7291.27,13-05-2021,11-09-2023,3664,27-07-2023,Transfer,1971.9,9263.17,30,3664,30882.21,Mortgage,1.06,60,22-01-2020,Closed,3664,AMEX,4739.34,3661.27,183.06,20-06-2023,29-08-2023,1057,3664,03-11-2023,Suggestion,Pending,10-04-2023,1
3665,Jessica,Lopez,50,Female,Address_3665,Boston,19458798518,jessica.lopez@kag.com,Current,5063.2,11-08-2014,07-12-2023,3665,20-03-2023,Transfer,2332.94,7396.14,12,3665,31314.43,Personal,8.47,60,07-08-2022,Closed,3665,Visa,7563.39,1264.76,63.24,05-12-2023,25-10-2023,5695,3665,05-08-2023,Suggestion,Pending,05-11-2023,1
3666,Ashley,Scott,47,Female,Address_3666,Kansas City,19458798519,ashley.scott@kag.com,Current,3104.06,03-10-2016,13-01-2023,3666,20-11-2023,Transfer,1837.93,4941.99,20,3666,23321.59,Personal,2.21,60,25-08-2022,Closed,3666,Visa,3385.09,2194.79,109.74,21-09-2023,26-09-2023,6532,3666,12-07-2023,Suggestion,Pending,08-09-2023,1
3668,Mary,Carter,69,Male,Address_3668,Las Vegas,19458798521,mary.carter@kag.com,Current,5519.99,02-06-2015,21-09-2023,3668,24-11-2023,Withdrawal,36.57,5556.56,29,3668,3768.23,Auto,8.8,60,22-06-2022,Rejected,3668,MasterCard,5888.27,508.86,25.44,05-12-2023,09-10-2023,2089,3668,24-04-2023,Suggestion,Resolved,08-08-2023,1
3669,Thomas,Campbell,21,Male,Address_3669,Las Vegas,19458798522,thomas.campbell@kag.com,Savings,3129.03,22-02-2020,10-11-2023,3669,17-07-2023,Transfer,140.49,2988.54,55,3669,49452.98,Personal,7.49,36,28-04-2022,Rejected,3669,MasterCard,7427.11,2268.74,113.44,18-09-2023,01-03-2023,6036,3669,06-02-2023,Suggestion,Pending,30-05-2023,1
